LECROYWS3024,12427,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,16-Dec-2021 12:05:42,0                 
Time,Ampl
-0.050000336,0.446667
-0.049999336,0.446667
-0.049998336,0.446667
-0.049997336,0.446667
-0.049996336,0.446667
-0.049995336,0.446667
-0.049994336,0.446667
-0.049993336,0.446667
-0.049992336,0.446667
-0.049991336,0.453333
-0.049990336,0.446667
-0.049989336,0.446667
-0.049988336,0.446667
-0.049987336,0.453333
-0.049986336,0.446667
-0.049985336,0.453333
-0.049984336,0.446667
-0.049983336,0.446667
-0.049982336,0.446667
-0.049981336,0.446667
-0.049980336,0.453333
-0.049979336,0.446667
-0.049978336,0.446667
-0.049977336,0.453333
-0.049976336,0.446667
-0.049975336,0.446667
-0.049974336,0.446667
-0.049973336,0.446667
-0.049972336,0.453333
-0.049971336,0.446667
-0.049970336,0.446667
-0.049969336,0.453333
-0.049968336,0.446667
-0.049967336,0.453333
-0.049966336,0.446667
-0.049965336,0.453333
-0.049964336,0.453333
-0.049963336,0.44
-0.049962336,0.453333
-0.049961336,0.446667
-0.049960336,0.453333
-0.049959336,0.453333
-0.049958336,0.453333
-0.049957336,0.453333
-0.049956336,0.453333
-0.049955336,0.453333
-0.049954336,0.453333
-0.049953336,0.453333
-0.049952336,0.446667
-0.049951336,0.453333
-0.049950336,0.453333
-0.049949336,0.453333
-0.049948336,0.453333
-0.049947336,0.453333
-0.049946336,0.453333
-0.049945336,0.453333
-0.049944336,0.453333
-0.049943336,0.453333
-0.049942336,0.453333
-0.049941336,0.453333
-0.049940336,0.453333
-0.049939336,0.453333
-0.049938336,0.453333
-0.049937336,0.453333
-0.049936336,0.453333
-0.049935336,0.453333
-0.049934336,0.453333
-0.049933336,0.446667
-0.049932336,0.453333
-0.049931336,0.453333
-0.049930336,0.453333
-0.049929336,0.453333
-0.049928336,0.453333
-0.049927336,0.453333
-0.049926336,0.446667
-0.049925336,0.453333
-0.049924336,0.453333
-0.049923336,0.453333
-0.049922336,0.453333
-0.049921336,0.433333
-0.049920336,0.453333
-0.049919336,0.453333
-0.049918336,0.453333
-0.049917336,0.453333
-0.049916336,0.453333
-0.049915336,0.453333
-0.049914336,0.453333
-0.049913336,0.453333
-0.049912336,0.453333
-0.049911336,0.453333
-0.049910336,0.453333
-0.049909336,0.453333
-0.049908336,0.453333
-0.049907336,0.46
-0.049906336,0.453333
-0.049905336,0.453333
-0.049904336,0.453333
-0.049903336,0.453333
-0.049902336,0.453333
-0.049901336,0.453333
-0.049900336,0.453333
-0.049899336,0.453333
-0.049898336,0.446667
-0.049897336,0.453333
-0.049896336,0.453333
-0.049895336,0.453333
-0.049894336,0.453333
-0.049893336,0.453333
-0.049892336,0.453333
-0.049891336,0.453333
-0.049890336,0.453333
-0.049889336,0.453333
-0.049888336,0.453333
-0.049887336,0.453333
-0.049886336,0.453333
-0.049885336,0.46
-0.049884336,0.453333
-0.049883336,0.453333
-0.049882336,0.473333
-0.049881336,0.453333
-0.049880336,0.453333
-0.049879336,0.493333
-0.049878336,0.46
-0.049877336,0.46
-0.049876336,0.453333
-0.049875336,0.453333
-0.049874336,0.453333
-0.049873336,0.453333
-0.049872336,0.453333
-0.049871336,0.453333
-0.049870336,0.453333
-0.049869336,0.46
-0.049868336,0.453333
-0.049867336,0.46
-0.049866336,0.46
-0.049865336,0.46
-0.049864336,0.46
-0.049863336,0.46
-0.049862336,0.453333
-0.049861336,0.453333
-0.049860336,0.446667
-0.049859336,0.453333
-0.049858336,0.453333
-0.049857336,0.453333
-0.049856336,0.46
-0.049855336,0.46
-0.049854336,0.453333
-0.049853336,0.46
-0.049852336,0.46
-0.049851336,0.46
-0.049850336,0.453333
-0.049849336,0.46
-0.049848336,0.453333
-0.049847336,0.46
-0.049846336,0.46
-0.049845336,0.46
-0.049844336,0.46
-0.049843336,0.46
-0.049842336,0.46
-0.049841336,0.46
-0.049840336,0.46
-0.049839336,0.46
-0.049838336,0.46
-0.049837336,0.46
-0.049836336,0.46
-0.049835336,0.46
-0.049834336,0.46
-0.049833336,0.46
-0.049832336,0.46
-0.049831336,0.46
-0.049830336,0.46
-0.049829336,0.46
-0.049828336,0.46
-0.049827336,0.46
-0.049826336,0.46
-0.049825336,0.46
-0.049824336,0.46
-0.049823336,0.46
-0.049822336,0.46
-0.049821336,0.46
-0.049820336,0.46
-0.049819336,0.473333
-0.049818336,0.46
-0.049817336,0.46
-0.049816336,0.46
-0.049815336,0.46
-0.049814336,0.46
-0.049813336,0.46
-0.049812336,0.46
-0.049811336,0.46
-0.049810336,0.46
-0.049809336,0.46
-0.049808336,0.46
-0.049807336,0.46
-0.049806336,0.46
-0.049805336,0.46
-0.049804336,0.46
-0.049803336,0.46
-0.049802336,0.46
-0.049801336,0.46
-0.049800336,0.46
-0.049799336,0.46
-0.049798336,0.466667
-0.049797336,0.46
-0.049796336,0.46
