LECROYWS3024,12427,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,14-Oct-2021 11:11:25,0                 
Time,Ampl
-0.10000102,0.34
-0.099999015,0.34
-0.099997015,0.34
-0.099995015,0.34
-0.099993015,0.34
-0.099991015,0.34
-0.099989015,0.346667
-0.099987015,0.346667
-0.099985015,0.346667
-0.099983015,0.346667
-0.099981015,0.346667
-0.099979015,0.346667
-0.099977015,0.346667
-0.099975015,0.346667
-0.099973015,0.346667
-0.099971015,0.346667
-0.099969015,0.346667
-0.099967015,0.346667
-0.099965015,0.346667
-0.099963015,0.353333
-0.099961015,0.353333
-0.099959015,0.353333
-0.099957015,0.353333
-0.099955015,0.353333
-0.099953015,0.353333
-0.099951015,0.353333
-0.099949015,0.353333
-0.099947015,0.353333
-0.099945015,0.353333
-0.099943015,0.36
-0.099941015,0.353333
-0.099939015,0.353333
-0.099937015,0.36
-0.099935015,0.36
-0.099933015,0.36
-0.099931015,0.36
-0.099929015,0.36
-0.099927015,0.36
-0.099925015,0.36
-0.099923015,0.36
-0.099921015,0.36
-0.099919015,0.36
-0.099917015,0.36
-0.099915015,0.366667
-0.099913015,0.36
-0.099911015,0.366667
-0.099909015,0.366667
-0.099907015,0.366667
-0.099905015,0.366667
-0.099903015,0.366667
-0.099901015,0.366667
-0.099899015,0.366667
-0.099897015,0.366667
-0.099895015,0.366667
-0.099893015,0.373333
-0.099891015,0.366667
-0.099889015,0.38
-0.099887015,0.373333
-0.099885015,0.373333
-0.099883015,0.373333
-0.099881015,0.373333
-0.099879015,0.373333
-0.099877015,0.373333
-0.099875015,0.373333
-0.099873015,0.373333
-0.099871015,0.373333
-0.099869015,0.38
-0.099867015,0.38
-0.099865015,0.38
-0.099863015,0.38
-0.099861015,0.38
-0.099859015,0.38
-0.099857015,0.38
-0.099855015,0.38
-0.099853015,0.38
-0.099851015,0.38
-0.099849015,0.38
-0.099847015,0.38
-0.099845015,0.38
-0.099843015,0.38
-0.099841015,0.386667
-0.099839015,0.38
-0.099837015,0.38
-0.099835015,0.38
-0.099833015,0.386667
-0.099831015,0.386667
-0.099829015,0.386667
-0.099827015,0.386667
-0.099825015,0.386667
-0.099823015,0.386667
-0.099821015,0.386667
-0.099819015,0.386667
-0.099817015,0.4
-0.099815015,0.386667
-0.099813015,0.393333
-0.099811015,0.393333
-0.099809015,0.393333
-0.099807015,0.393333
-0.099805015,0.393333
-0.099803015,0.4
-0.099801015,0.4
-0.099799015,0.4
-0.099797015,0.4
-0.099795015,0.4
-0.099793015,0.426667
-0.099791015,0.4
-0.099789015,0.4
-0.099787015,0.4
-0.099785015,0.4
-0.099783015,0.406667
-0.099781015,0.406667
-0.099779015,0.4
-0.099777015,0.406667
-0.099775015,0.406667
-0.099773015,0.406667
-0.099771015,0.406667
-0.099769015,0.406667
-0.099767015,0.406667
-0.099765015,0.406667
-0.099763015,0.406667
-0.099761015,0.406667
-0.099759015,0.406667
-0.099757015,0.406667
-0.099755015,0.406667
-0.099753015,0.413333
-0.099751015,0.413333
-0.099749015,0.413333
-0.099747015,0.413333
-0.099745015,0.406667
-0.099743015,0.413333
-0.099741015,0.413333
-0.099739015,0.413333
-0.099737015,0.413333
-0.099735015,0.413333
-0.099733015,0.413333
-0.099731015,0.413333
-0.099729015,0.42
-0.099727015,0.42
-0.099725015,0.42
-0.099723015,0.42
-0.099721015,0.42
-0.099719015,0.42
-0.099717015,0.42
-0.099715015,0.42
-0.099713015,0.426667
-0.099711015,0.426667
-0.099709015,0.426667
-0.099707015,0.426667
-0.099705015,0.426667
-0.099703015,0.426667
-0.099701015,0.426667
-0.099699015,0.426667
-0.099697015,0.426667
-0.099695015,0.426667
-0.099693015,0.426667
-0.099691015,0.426667
-0.099689015,0.426667
-0.099687015,0.426667
-0.099685015,0.433333
-0.099683015,0.426667
-0.099681015,0.433333
-0.099679015,0.433333
-0.099677015,0.433333
-0.099675015,0.433333
-0.099673015,0.433333
-0.099671015,0.433333
-0.099669015,0.433333
-0.099667015,0.433333
-0.099665015,0.433333
-0.099663015,0.433333
-0.099661015,0.433333
-0.099659015,0.44
-0.099657015,0.433333
-0.099655015,0.44
-0.099653015,0.44
-0.099651015,0.44
-0.099649015,0.44
-0.099647015,0.426667
-0.099645015,0.44
-0.099643015,0.44
-0.099641015,0.44
-0.099639015,0.44
-0.099637015,0.44
-0.099635015,0.44
-0.099633015,0.44
-0.099631015,0.44
