LECROYWS3024,12427,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,16-Dec-2021 14:55:10,0                 
Time,Ampl
-0.1000005,-0.46
-0.099998503,-0.46
-0.099996503,-0.473333
-0.099994503,-0.466667
-0.099992503,-0.46
-0.099990503,-0.466667
-0.099988503,-0.46
-0.099986503,-0.466667
-0.099984503,-0.466667
-0.099982503,-0.466667
-0.099980503,-0.466667
-0.099978503,-0.466667
-0.099976503,-0.466667
-0.099974503,-0.466667
-0.099972503,-0.466667
-0.099970503,-0.466667
-0.099968503,-0.466667
-0.099966503,-0.466667
-0.099964503,-0.473333
-0.099962503,-0.473333
-0.099960503,-0.466667
-0.099958503,-0.473333
-0.099956503,-0.473333
-0.099954503,-0.473333
-0.099952503,-0.473333
-0.099950503,-0.473333
-0.099948503,-0.473333
-0.099946503,-0.473333
-0.099944503,-0.473333
-0.099942503,-0.473333
-0.099940503,-0.473333
-0.099938503,-0.48
-0.099936503,-0.473333
-0.099934503,-0.48
-0.099932503,-0.48
-0.099930503,-0.48
-0.099928503,-0.48
-0.099926503,-0.48
-0.099924503,-0.48
-0.099922503,-0.48
-0.099920503,-0.48
-0.099918503,-0.48
-0.099916503,-0.48
-0.099914503,-0.48
-0.099912503,-0.48
-0.099910503,-0.48
-0.099908503,-0.493333
-0.099906503,-0.486667
-0.099904503,-0.48
-0.099902503,-0.48
-0.099900503,-0.48
-0.099898503,-0.48
-0.099896503,-0.486667
-0.099894503,-0.486667
-0.099892503,-0.493333
-0.099890503,-0.48
-0.099888503,-0.486667
-0.099886503,-0.486667
-0.099884503,-0.486667
-0.099882503,-0.486667
-0.099880503,-0.486667
-0.099878503,-0.473333
-0.099876503,-0.486667
-0.099874503,-0.486667
-0.099872503,-0.486667
-0.099870503,-0.486667
-0.099868503,-0.486667
-0.099866503,-0.493333
-0.099864503,-0.486667
-0.099862503,-0.493333
-0.099860503,-0.493333
-0.099858503,-0.493333
-0.099856503,-0.493333
-0.099854503,-0.493333
-0.099852503,-0.493333
-0.099850503,-0.493333
-0.099848503,-0.493333
-0.099846503,-0.493333
-0.099844503,-0.493333
-0.099842503,-0.493333
-0.099840503,-0.493333
-0.099838503,-0.493333
-0.099836503,-0.493333
-0.099834503,-0.493333
-0.099832503,-0.5
-0.099830503,-0.5
-0.099828503,-0.5
-0.099826503,-0.5
-0.099824503,-0.5
-0.099822503,-0.493333
-0.099820503,-0.5
-0.099818503,-0.5
-0.099816503,-0.5
-0.099814503,-0.5
-0.099812503,-0.5
-0.099810503,-0.5
-0.099808503,-0.5
-0.099806503,-0.5
-0.099804503,-0.506667
-0.099802503,-0.5
-0.099800503,-0.5
-0.099798503,-0.506667
-0.099796503,-0.506667
-0.099794503,-0.5
-0.099792503,-0.506667
-0.099790503,-0.506667
-0.099788503,-0.506667
-0.099786503,-0.506667
-0.099784503,-0.506667
-0.099782503,-0.506667
-0.099780503,-0.506667
-0.099778503,-0.506667
-0.099776503,-0.506667
-0.099774503,-0.506667
-0.099772503,-0.506667
-0.099770503,-0.506667
-0.099768503,-0.506667
-0.099766503,-0.506667
-0.099764503,-0.513333
-0.099762503,-0.506667
-0.099760503,-0.506667
-0.099758503,-0.513333
-0.099756503,-0.513333
-0.099754503,-0.506667
-0.099752503,-0.513333
-0.099750503,-0.513333
-0.099748503,-0.513333
-0.099746503,-0.513333
-0.099744503,-0.506667
-0.099742503,-0.52
-0.099740503,-0.513333
-0.099738503,-0.513333
-0.099736503,-0.513333
-0.099734503,-0.513333
-0.099732503,-0.513333
-0.099730503,-0.513333
-0.099728503,-0.513333
-0.099726503,-0.513333
-0.099724503,-0.513333
-0.099722503,-0.513333
-0.099720503,-0.52
-0.099718503,-0.52
-0.099716503,-0.52
-0.099714503,-0.52
-0.099712503,-0.513333
-0.099710503,-0.513333
-0.099708503,-0.513333
-0.099706503,-0.52
-0.099704503,-0.513333
-0.099702503,-0.52
-0.099700503,-0.52
-0.099698503,-0.52
-0.099696503,-0.52
-0.099694503,-0.513333
-0.099692503,-0.52
-0.099690503,-0.52
-0.099688503,-0.52
-0.099686503,-0.526667
-0.099684503,-0.52
-0.099682503,-0.52
-0.099680503,-0.52
-0.099678503,-0.513333
-0.099676503,-0.526667
-0.099674503,-0.526667
-0.099672503,-0.52
-0.099670503,-0.526667
-0.099668503,-0.526667
-0.099666503,-0.526667
-0.099664503,-0.52
-0.099662503,-0.52
-0.099660503,-0.526667
-0.099658503,-0.526667
-0.099656503,-0.526667
-0.099654503,-0.533333
-0.099652503,-0.526667
-0.099650503,-0.526667
-0.099648503,-0.526667
-0.099646503,-0.526667
-0.099644503,-0.526667
-0.099642503,-0.526667
-0.099640503,-0.526667
-0.099638503,-0.533333
-0.099636503,-0.526667
-0.099634503,-0.526667
-0.099632503,-0.54
-0.099630503,-0.526667
-0.099628503,-0.526667
-0.099626503,-0.526667
-0.099624503,-0.526667
-0.099622503,-0.533333
-0.099620503,-0.533333
-0.099618503,-0.533333
-0.099616503,-0.533333
-0.099614503,-0.533333
-0.099612503,-0.533333
-0.099610503,-0.533333
-0.099608503,-0.533333
-0.099606503,-0.533333
-0.099604503,-0.533333
-0.099602503,-0.533333
-0.099600503,-0.533333
-0.099598503,-0.533333
-0.099596503,-0.54
-0.099594503,-0.54
-0.099592503,-0.533333
-0.099590503,-0.54
-0.099588503,-0.533333
-0.099586503,-0.533333
-0.099584503,-0.54
-0.099582503,-0.533333
-0.099580503,-0.54
-0.099578503,-0.54
-0.099576503,-0.54
-0.099574503,-0.54
-0.099572503,-0.54
-0.099570503,-0.526667
-0.099568503,-0.54
-0.099566503,-0.54
-0.099564503,-0.54
-0.099562503,-0.54
-0.099560503,-0.54
-0.099558503,-0.54
-0.099556503,-0.546667
-0.099554503,-0.54
-0.099552503,-0.54
-0.099550503,-0.54
-0.099548503,-0.54
-0.099546503,-0.54
-0.099544503,-0.54
-0.099542503,-0.54
-0.099540503,-0.546667
-0.099538503,-0.54
-0.099536503,-0.54
-0.099534503,-0.54
-0.099532503,-0.546667
-0.099530503,-0.54
-0.099528503,-0.54
-0.099526503,-0.546667
-0.099524503,-0.546667
-0.099522503,-0.54
-0.099520503,-0.546667
-0.099518503,-0.54
-0.099516503,-0.546667
-0.099514503,-0.546667
-0.099512503,-0.546667
-0.099510503,-0.546667
-0.099508503,-0.54
-0.099506503,-0.546667
-0.099504503,-0.546667
-0.099502503,-0.546667
-0.099500503,-0.546667
-0.099498503,-0.546667
-0.099496503,-0.546667
-0.099494503,-0.546667
-0.099492503,-0.546667
-0.099490503,-0.546667
-0.099488503,-0.546667
-0.099486503,-0.546667
-0.099484503,-0.546667
-0.099482503,-0.546667
-0.099480503,-0.546667
-0.099478503,-0.546667
-0.099476503,-0.546667
-0.099474503,-0.546667
-0.099472503,-0.546667
-0.099470503,-0.546667
-0.099468503,-0.546667
-0.099466503,-0.546667
-0.099464503,-0.546667
-0.099462503,-0.546667
-0.099460503,-0.546667
-0.099458503,-0.546667
-0.099456503,-0.546667
-0.099454503,-0.546667
-0.099452503,-0.553333
-0.099450503,-0.546667
-0.099448503,-0.546667
-0.099446503,-0.546667
-0.099444503,-0.546667
-0.099442503,-0.546667
-0.099440503,-0.546667
-0.099438503,-0.546667
-0.099436503,-0.553333
-0.099434503,-0.546667
-0.099432503,-0.546667
-0.099430503,-0.546667
-0.099428503,-0.553333
-0.099426503,-0.546667
-0.099424503,-0.553333
-0.099422503,-0.546667
-0.099420503,-0.546667
-0.099418503,-0.546667
-0.099416503,-0.546667
